order_id,order_time,delivery_time,distance_km,order_value,city
206,2024-01-15 17:08:00,2024-01-15 17:46:00,3.11,260,Delhi
207,2024-01-09 21:30:00,2024-01-09 22:34:00,9.8,385,Chennai
208,2024-01-30 16:54:00,2024-01-30 17:17:00,1.39,131,Mumbai
209,2024-01-18 05:45:00,2024-01-18 06:26:00,4.87,373,Delhi
210,2024-01-25 07:06:00,2024-01-25 07:52:00,9.05,175,Chennai
211,2024-01-02 17:28:00,2024-01-02 18:11:00,9.85,137,Bangalore
212,2024-01-12 05:56:00,2024-01-12 06:33:00,6.41,329,Chennai
213,2024-01-19 09:13:00,2024-01-19 09:43:00,4.39,485,Mumbai
214,2024-01-02 03:15:00,2024-01-02 04:06:00,8.77,394,Hyderabad
215,2024-01-12 06:47:00,2024-01-12 07:20:00,5.45,311,Delhi
216,2024-01-08 01:12:00,2024-01-08 01:40:00,1.96,281,Hyderabad
217,2024-01-19 11:44:00,2024-01-19 12:18:00,2.99,173,Bangalore
218,2024-01-31 19:08:00,2024-01-31 20:12:00,7.55,390,Mumbai
219,2024-01-01 06:50:00,2024-01-01 07:18:00,1.83,435,Mumbai
220,2024-01-02 00:17:00,2024-01-02 00:56:00,6.68,454,Bangalore
221,2024-01-07 15:32:00,2024-01-07 15:57:00,1.95,283,Delhi
222,2024-01-13 05:53:00,2024-01-13 06:32:00,5.52,322,Mumbai
223,2024-01-04 20:49:00,2024-01-04 21:56:00,5.98,436,Mumbai
224,2024-01-03 03:08:00,2024-01-03 03:54:00,9.66,294,Mumbai
225,2024-01-31 10:01:00,2024-01-31 10:28:00,2.79,145,Bangalore
226,2024-01-31 02:45:00,2024-01-31 03:17:00,5.1,176,Mumbai
227,2024-01-25 11:40:00,2024-01-25 12:30:00,8.22,188,Hyderabad
228,2024-01-24 09:41:00,2024-01-24 10:08:00,1.47,295,Delhi
229,2024-01-10 00:25:00,2024-01-10 01:09:00,9.61,110,Bangalore
230,2024-01-03 02:03:00,2024-01-03 02:42:00,7.34,123,Mumbai
231,2024-01-19 04:38:00,2024-01-19 05:08:00,2.65,280,Mumbai
232,2024-01-01 18:33:00,2024-01-01 19:10:00,1.9,478,Bangalore
233,2024-01-28 06:27:00,2024-01-28 07:09:00,6.28,166,Mumbai
234,2024-01-14 07:25:00,2024-01-14 08:14:00,8.01,469,Delhi
235,2024-01-21 20:27:00,2024-01-21 21:27:00,3.18,266,Chennai
236,2024-01-25 05:22:00,2024-01-25 05:58:00,3.43,395,Delhi
237,2024-01-10 02:07:00,2024-01-10 02:51:00,8.41,465,Chennai
238,2024-01-25 10:17:00,2024-01-25 10:48:00,3.46,355,Mumbai
239,2024-01-26 09:46:00,2024-01-26 10:28:00,4.35,358,Bangalore
240,2024-01-25 16:06:00,2024-01-25 16:38:00,2.85,222,Mumbai
241,2024-01-12 09:30:00,2024-01-12 10:11:00,4.73,449,Chennai
242,2024-01-24 08:48:00,2024-01-24 09:19:00,5.86,406,Chennai
243,2024-01-18 15:54:00,2024-01-18 16:41:00,8.17,450,Hyderabad
244,2024-01-18 11:57:00,2024-01-18 12:36:00,8.48,241,Hyderabad
245,2024-01-11 11:56:00,2024-01-11 12:34:00,3.68,273,Mumbai
246,2024-01-24 06:53:00,2024-01-24 07:44:00,9.61,181,Mumbai
247,2024-01-24 16:56:00,2024-01-24 17:39:00,8.1,278,Chennai
248,2024-01-22 13:03:00,2024-01-22 14:07:00,9.98,206,Mumbai
249,2024-01-25 05:18:00,2024-01-25 05:52:00,6.88,142,Bangalore
250,2024-01-02 16:20:00,2024-01-02 16:49:00,1.19,348,Hyderabad
251,2024-01-16 12:14:00,2024-01-16 12:59:00,1.99,121,Mumbai
252,2024-01-05 04:54:00,2024-01-05 05:34:00,6.22,479,Hyderabad
253,2024-01-10 17:13:00,2024-01-10 17:43:00,5.16,431,Mumbai
254,2024-01-12 09:34:00,2024-01-12 10:17:00,7.0,492,Chennai
255,2024-01-27 11:30:00,2024-01-27 12:05:00,5.46,320,Chennai
256,2024-01-08 23:40:00,2024-01-09 00:23:00,5.58,438,Chennai
257,2024-01-15 11:30:00,2024-01-15 12:01:00,3.03,263,Mumbai
258,2024-01-08 15:35:00,2024-01-08 16:18:00,9.02,167,Delhi
259,2024-01-17 11:40:00,2024-01-17 12:19:00,8.03,330,Mumbai
260,2024-01-13 16:46:00,2024-01-13 17:32:00,8.42,182,Chennai
261,2024-01-22 12:42:00,2024-01-22 13:35:00,4.24,117,Chennai
262,2024-01-29 14:40:00,2024-01-29 15:33:00,4.5,493,Hyderabad
263,2024-01-09 16:02:00,2024-01-09 16:28:00,3.06,133,Chennai
264,2024-01-29 07:25:00,2024-01-29 07:54:00,4.36,113,Chennai
265,2024-01-19 09:35:00,2024-01-19 10:06:00,1.88,127,Chennai
266,2024-01-16 11:30:00,2024-01-16 12:10:00,6.63,241,Delhi
267,2024-01-25 13:03:00,2024-01-25 13:53:00,8.97,100,Mumbai
268,2024-01-21 15:45:00,2024-01-21 16:28:00,4.51,131,Hyderabad
269,2024-01-28 11:38:00,2024-01-28 12:19:00,3.99,398,Delhi
270,2024-01-28 16:54:00,2024-01-28 17:34:00,6.05,130,Bangalore
271,2024-01-31 04:59:00,2024-01-31 05:50:00,8.5,351,Hyderabad
272,2024-01-15 10:53:00,2024-01-15 11:38:00,7.48,112,Hyderabad
273,2024-01-05 15:23:00,2024-01-05 15:55:00,3.38,142,Bangalore
274,2024-01-01 14:46:00,2024-01-01 15:44:00,6.41,182,Hyderabad
275,2024-01-25 14:24:00,2024-01-25 15:10:00,5.64,101,Chennai
276,2024-01-15 00:52:00,2024-01-15 01:29:00,2.82,170,Chennai
277,2024-01-02 23:10:00,2024-01-02 23:50:00,7.58,257,Chennai
278,2024-01-17 21:17:00,2024-01-17 22:13:00,1.65,184,Bangalore
279,2024-01-02 14:06:00,2024-01-02 14:56:00,6.22,112,Hyderabad
280,2024-01-22 19:12:00,2024-01-22 20:05:00,3.08,231,Hyderabad
281,2024-01-05 23:05:00,2024-01-05 23:33:00,2.47,292,Mumbai
282,2024-01-27 09:48:00,2024-01-27 10:39:00,9.29,130,Delhi
283,2024-01-14 13:57:00,2024-01-14 14:54:00,5.05,273,Bangalore
284,2024-01-13 00:22:00,2024-01-13 01:04:00,7.26,475,Delhi
285,2024-01-14 16:40:00,2024-01-14 17:09:00,2.4,314,Delhi
286,2024-01-13 06:40:00,2024-01-13 07:15:00,3.62,406,Hyderabad
287,2024-01-28 03:27:00,2024-01-28 04:02:00,7.14,404,Delhi
288,2024-01-08 04:32:00,2024-01-08 04:58:00,2.65,202,Hyderabad
289,2024-01-06 20:28:00,2024-01-06 21:30:00,4.22,150,Hyderabad
290,2024-01-22 03:41:00,2024-01-22 04:21:00,7.26,158,Chennai
291,2024-01-21 10:15:00,2024-01-21 10:41:00,2.78,350,Bangalore
292,2024-01-16 23:28:00,2024-01-17 00:02:00,7.26,243,Chennai
293,2024-01-22 13:59:00,2024-01-22 15:01:00,7.29,291,Bangalore
294,2024-01-11 05:54:00,2024-01-11 06:26:00,5.03,263,Mumbai
295,2024-01-24 22:40:00,2024-01-24 23:35:00,1.77,475,Mumbai
296,2024-01-16 03:15:00,2024-01-16 03:42:00,3.45,296,Hyderabad
297,2024-01-01 15:04:00,2024-01-01 15:41:00,7.61,126,Hyderabad
298,2024-01-02 21:31:00,2024-01-02 22:42:00,6.1,139,Delhi
299,2024-01-12 22:13:00,2024-01-12 22:55:00,1.41,187,Chennai
300,2024-01-05 03:21:00,2024-01-05 03:57:00,5.84,151,Chennai
301,2024-01-01 14:28:00,2024-01-01 15:11:00,2.1,424,Chennai
302,2024-01-15 08:32:00,2024-01-15 09:10:00,4.57,436,Delhi
303,2024-01-09 00:54:00,2024-01-09 01:34:00,4.6,109,Mumbai
304,2024-01-24 22:00:00,2024-01-24 22:53:00,5.94,416,Bangalore
305,2024-01-09 19:22:00,2024-01-09 20:19:00,1.46,308,Hyderabad
306,2024-01-03 19:51:00,2024-01-03 20:59:00,8.94,237,Hyderabad
307,2024-01-24 18:44:00,2024-01-24 19:23:00,4.68,398,Delhi
308,2024-01-22 17:59:00,2024-01-22 18:45:00,6.57,418,Delhi
309,2024-01-03 20:41:00,2024-01-03 21:42:00,7.9,187,Mumbai
310,2024-01-16 03:25:00,2024-01-16 04:03:00,8.5,438,Bangalore
311,2024-01-23 00:26:00,2024-01-23 01:03:00,7.52,169,Chennai
312,2024-01-20 04:38:00,2024-01-20 05:27:00,7.63,236,Chennai
313,2024-01-22 02:18:00,2024-01-22 02:48:00,1.42,137,Mumbai
314,2024-01-28 15:34:00,2024-01-28 16:21:00,8.25,132,Hyderabad
315,2024-01-26 12:17:00,2024-01-26 13:07:00,9.81,273,Mumbai
316,2024-01-16 08:13:00,2024-01-16 08:51:00,5.2,107,Chennai
317,2024-01-23 12:36:00,2024-01-23 13:37:00,9.96,312,Bangalore
318,2024-01-22 19:42:00,2024-01-22 20:35:00,6.86,250,Mumbai
319,2024-01-19 08:50:00,2024-01-19 09:22:00,1.5,132,Delhi
320,2024-01-27 21:43:00,2024-01-27 22:39:00,4.17,330,Bangalore
321,2024-01-19 22:10:00,2024-01-19 23:07:00,6.62,402,Mumbai
322,2024-01-14 10:45:00,2024-01-14 11:23:00,2.57,138,Mumbai
323,2024-01-11 11:37:00,2024-01-11 12:27:00,8.06,360,Hyderabad
324,2024-01-16 02:32:00,2024-01-16 03:18:00,8.3,401,Hyderabad
325,2024-01-22 12:18:00,2024-01-22 13:09:00,6.77,355,Mumbai
326,2024-01-12 03:12:00,2024-01-12 03:50:00,5.82,157,Bangalore
327,2024-01-13 10:38:00,2024-01-13 11:16:00,2.76,132,Hyderabad
328,2024-01-23 01:10:00,2024-01-23 01:33:00,1.1,383,Delhi
329,2024-01-08 07:21:00,2024-01-08 08:05:00,5.41,286,Mumbai
330,2024-01-14 05:31:00,2024-01-14 05:56:00,2.69,315,Hyderabad
331,2024-01-01 17:45:00,2024-01-01 18:23:00,6.44,120,Chennai
332,2024-01-20 01:06:00,2024-01-20 01:56:00,9.39,276,Chennai
333,2024-01-06 18:02:00,2024-01-06 18:39:00,4.33,412,Mumbai
334,2024-01-07 05:46:00,2024-01-07 06:14:00,3.11,167,Hyderabad
335,2024-01-13 02:29:00,2024-01-13 03:20:00,9.84,335,Hyderabad
336,2024-01-14 05:23:00,2024-01-14 05:49:00,1.17,161,Bangalore
337,2024-01-01 00:05:00,2024-01-01 00:30:00,1.07,188,Hyderabad
338,2024-01-25 10:32:00,2024-01-25 11:16:00,6.57,459,Mumbai
339,2024-01-08 21:45:00,2024-01-08 22:37:00,3.69,176,Hyderabad
340,2024-01-28 19:14:00,2024-01-28 20:02:00,1.98,258,Delhi
341,2024-01-07 03:39:00,2024-01-07 04:18:00,5.37,128,Mumbai
342,2024-01-02 14:47:00,2024-01-02 15:35:00,6.44,344,Mumbai
343,2024-01-21 20:41:00,2024-01-21 21:43:00,9.26,223,Bangalore
344,2024-01-16 23:22:00,2024-01-17 00:04:00,6.2,121,Chennai
345,2024-01-14 23:42:00,2024-01-15 00:28:00,8.88,212,Hyderabad
346,2024-01-18 12:10:00,2024-01-18 13:14:00,8.78,416,Delhi
347,2024-01-24 19:19:00,2024-01-24 20:27:00,4.96,144,Hyderabad
348,2024-01-29 12:50:00,2024-01-29 13:43:00,2.08,140,Chennai
349,2024-01-19 14:29:00,2024-01-19 15:17:00,8.92,244,Mumbai
350,2024-01-10 14:43:00,2024-01-10 15:45:00,7.34,295,Chennai
